"IronJacamar","https://www.jboss.org/ironjacamar","https://www.jboss.org/ironjacamar/downloads","https://www.jboss.org/ironjacamar/docs","https://www.jboss.org/ironjacamar/issues","http://anonsvn.jboss.org/repos/jbossas/projects/jboss-jca/trunk/","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"Javassist","https://www.jboss.org/javassist","https://www.jboss.org/javassist/downloads","","http://jira.jboss.org/jira/browse/JASSIST","","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"JBoss Common","https://www.jboss.org/jboss-common","","","http://jira.jboss.org/jira/browse/JBCOMMON","http://anonsvn.jboss.org/repos/common/","",""
"JBoss Application Server 7","https://www.jboss.org/jbossas","https://www.jboss.org/jbossas/downloads","https://www.jboss.org/jbossas/docs","https://issues.jboss.org/browse/AS7","https://github.com/jbossas/jboss-as","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"OSGi","https://www.jboss.org/jbossas/osgi","https://www.jboss.org/jbossas/downloads","http://docs.jboss.org/osgi","https://issues.jboss.org/browse/JBOSGI","https://github.com/jbosgi/jbosgi","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"JBoss Build","https://www.jboss.org/jbossbuild","https://www.jboss.org/jbossbuild/downloads","","https://www.jboss.org/jbossbuild/issue-tracking","http://anonsvn.jboss.org/repos/labs/labs/jbossbuild/","",""
"JBoss Clustering","https://www.jboss.org/jbossclustering","","http://labs.jboss.com/jbossas/docs/index.html","http://jira.jboss.org/jira/browse/JBCLUSTER","","",""
"JBoss DTF","https://www.jboss.org/jbossdtf","","","http://jira.jboss.org/jira/browse/DTF","http://anonsvn.jboss.org/repos/dtf/","",""
"JBoss ESB","https://www.jboss.org/jbossesb","https://www.jboss.org/jbossesb/downloads","https://www.jboss.org/jbossesb/docs","http://jira.jboss.org/jira/browse/JBESB","http://anonsvn.jboss.org/repos/labs/labs/jbossesb/","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"JBoss Identity","https://www.jboss.org/jbossidentity","http://www.jboss.org/jbossidentity/downloads/","http://www.jboss.org/jbossidentity/docs/guides","http://jira.jboss.org/jira/browse/JBID","http://anonsvn.jboss.org/repos/jbossidentity/","",""
"JBoss Collaboration Server","https://www.jboss.org/jbossmail","https://www.jboss.org/jbossmail/downloads","http://wiki.jboss.org/wiki/Wiki.jsp?page=JBossMailServer","http://jira.jboss.com/jira/browse/JBMAIL","","",""
"JBoss Marshalling","https://www.jboss.org/jbossmarshalling","https://www.jboss.org/jbossmarshalling/downloads","https://www.jboss.org/jbossmarshalling/docs","http://jira.jboss.org/jira/browse/JBMAR","http://github.com/jboss-remoting/jboss-marshalling","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"Microcontainer","https://www.jboss.org/jbossmc","https://www.jboss.org/jbossmc/downloads","https://www.jboss.org/jbossmc/documentation","http://jira.jboss.org/jira/browse/JBMICROCONT","http://anonsvn.jboss.org/repos/jbossas/projects/microcontainer/","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"JBoss Profiler","https://www.jboss.org/jbossprofiler","https://www.jboss.org/jbossprofiler/downloads","http://www.jboss.org/jbossprofiler/doc/index.html","http://jira.jboss.org/jira/browse/JBPROFILER","http://anonsvn.jboss.org/repos/jbossprofiler","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"JBoss Remoting","https://www.jboss.org/jbossremoting","https://www.jboss.org/jbossremoting/downloads","https://www.jboss.org/jbossremoting/documentation","https://jira.jboss.org/jira/browse/JBREM","http://www.github.com/dmlloyd/jboss-remoting","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"JBoss Transactions","https://www.jboss.org/jbosstm","https://www.jboss.org/jbosstm/downloads","https://www.jboss.org/jbosstm/documentation","http://jira.jboss.com/jira/browse/JBTM","https://tomjenkinson@github.com/jbosstm/narayana.git","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"JBoss Tools","https://www.jboss.org/tools","https://www.jboss.org/tools/download","https://www.jboss.org/tools/docs","https://jira.jboss.org/jira/browse/JBIDE","https://github.com/jbosstools","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"JBoss Web","https://www.jboss.org/jbossweb","https://www.jboss.org/jbossweb/downloads","https://www.jboss.org/jbossweb/docs","http://jira.jboss.org/jira/browse/JBWEB","http://anonsvn.jboss.org/repos/jbossweb/","LGPL3","http://www.gnu.org/licenses/lgpl.txt"
"JBoss Web Services","https://www.jboss.org/jbossws","https://www.jboss.org/jbossws/downloads","https://www.jboss.org/jbossws/docs","https://jira.jboss.org/jira/browse/JBWS","http://anonsvn.jboss.org/repos/jbossws","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"jBPM","https://www.jboss.org/jbpm","http://sourceforge.net/projects/jbpm/files/","https://www.jboss.org/jbpm/documentation","https://jira.jboss.org/browse/JBPM","http://github.com/droolsjbpm","ASL","http://www.apache.org/licenses/LICENSE-2.0"
"JCA","https://www.jboss.org/jca","https://www.jboss.org/jca/downloads","https://www.jboss.org/jca/docs","https://www.jboss.org/jca/issues","http://anonsvn.jboss.org/repos/jbossas/projects/jboss-jca/trunk/","",""
"JGroups","http://www.jgroups.org","http://sourceforge.net/project/showfiles.php?group_id=6081","http://www.jgroups.org/ug.html","http://jira.jboss.com/jira/browse/JGRP","https://github.com/belaban/JGroups","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"RHQ","https://www.jboss.org/jopr","https://www.jboss.org/community/docs/DOC-12805","http://rhq-project.org/display/JOPR2/Home","https://bugzilla.redhat.com/browse.cgi?product=RHQ%20Project","http://git.fedorahosted.org/git/rhq/rhq.git","",""
"JSFUnit","https://www.jboss.org/jsfunit","https://www.jboss.org/jsfunit/downloads","http://community.jboss.org/wiki/JSFUnitDocumentation","http://jira.jboss.org/jira/browse/JSFUNIT","https://github.com/jsfunit/jsfunit","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"Mass","https://www.jboss.org/mass","","","https://jira.jboss.org/jira/browse/MASS","http://anonsvn.jboss.org/repos/mass/","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"Maven Buildmagic Thirdparty Plugin","https://www.jboss.org/maven-buildmagic-thirdparty-plugin","http://repository.jboss.org/maven2/org/jboss/maven/plugins/maven-buildmagic-thirdparty-plugin/","http://www.jboss.org/files/maven-buildmagic-thirdparty-plugin/apidocs/index.html","http://jira.jboss.org/jira/browse/JBBUILD","http://anonsvn.jboss.org/repos/maven/plugins/jboss/trunk/maven-buildmagic-thirdparty-plugin/","",""
"Maven jBoss-deploy Plugin","https://www.jboss.org/maven-jboss-deploy-plugin","","http://www.jboss.org/files/maven-jboss-deploy-plugin/apidocs/index.html","http://www.jboss.org/maven-jboss-deploy-plugin/issue-tracking.html","http://anonsvn.jboss.org/repos/labs/labs/jbossbuild/maven-plugins/trunk/maven-jboss-deploy-plugin/","",""
"Maven jBoss-retro Plugin","https://www.jboss.org/maven-jboss-retro-plugin","http://repository.jboss.org/maven2/org/jboss/maven/plugins/maven-jboss-retro-plugin","http://www.jboss.org/maven-jboss-retro-plugin/usage.html","http://jira.jboss.org/jira/browse/JBBUILD","http://anonsvn.jboss.org/repos/labs/labs/jbossbuild/maven-plugins/trunk/maven-jboss-retro-plugin/","",""
"Maven jDocBook Plugin","https://www.jboss.org/maven-jdocbook-plugin","http://repository.jboss.org/maven2/org/jboss/maven/plugins/maven-jdocbook-plugin/","http://www.jboss.org/files/maven-jdocbook-plugin/apidocs/index.html","https://jira.jboss.org/browse/MPJDOCBOOK","https://anonsvn.jboss.org/repos/maven/plugins/jdocbook/maven-jdocbook-plugin","",""
"Maven jDocBook Style Plugin","https://www.jboss.org/maven-jdocbook-style-plugin","http://repository.jboss.org/maven2/org/jboss/maven/plugins/maven-jdocbook-style-plugin/","","","http://anonsvn.jboss.org/repos/labs/labs/jbossbuild/maven-plugins/trunk/maven-jdocbook-style-plugin/","",""
"Mobicents","https://www.jboss.org/mobicents","https://www.jboss.org/mobicents/downloads","https://www.jboss.org/mobicents/docs","https://www.jboss.org/mobicents/issue-tracker","https://www.jboss.org/mobicents/source-code","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"mod_cluster","https://www.jboss.org/mod_cluster","https://www.jboss.org/mod_cluster/downloads","https://www.jboss.org/mod_cluster/docs","http://jira.jboss.org/jira/browse/MODCLUSTER","http://anonsvn.jboss.org/repos/mod_cluster/trunk/","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"ModeShape","https://www.jboss.org/modeshape","https://www.jboss.org/modeshape/downloads","https://www.jboss.org/modeshape/docs","https://jira.jboss.org/browse/MODE","http://github.com/ModeShape/modeshape","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"Narayana","https://www.jboss.org/narayana","https://www.jboss.org/jbosstm/downloads","https://www.jboss.org/jbosstm/documentation","https://issues.jboss.org/browse/JBTM","http://fisheye.jboss.org/browse/narayana","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"Overlord","https://www.jboss.org/overlord","https://www.jboss.org/overlord/downloads","https://www.jboss.org/overlord/documentation","https://www.jboss.org/overlord/issues","https://github.com/governance","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"PicketBox","https://www.jboss.org/picketbox","https://www.jboss.org/picketbox/downloads","http://community.jboss.org/docs/DOC-14744","https://jira.jboss.org/jira/browse/SECURITY","http://anonsvn.jboss.org/repos/picketbox","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"PicketLink","https://www.jboss.org/picketlink","https://www.jboss.org/picketlink/downloads","https://www.jboss.org/picketlink/docs","http://jira.jboss.org/jira/browse/PLINK","http://anonsvn.jboss.org/repos/picketlink/","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"Portlet Bridge","https://www.jboss.org/portletbridge","https://www.jboss.org/portletbridge/downloads","https://www.jboss.org/portletbridge/docs","https://jira.jboss.org/jira/browse/PBR","https://github.com/jbossportletbridge/jbossportletbridge","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"PressGang","https://www.jboss.org/pressgang","https://www.jboss.org/pressgang/download","https://www.jboss.org/pressgang/jdg","https://issues.jboss.org/browse/pressgang#selectedTab=com.atlassian.jira.plugin.system.project%3Aissues-panel","https://github.com/pressgang","",""
"RESTEasy","https://www.jboss.org/resteasy","https://sourceforge.net/projects/resteasy/files/Resteasy%20JAX-RS/","https://www.jboss.org/resteasy/docs","http://jira.jboss.org/jira/browse/RESTEASY","https://github.com/resteasy/Resteasy","ASL","http://www.apache.org/licenses/LICENSE-2.0"
"RHQ (formerly Jopr)","https://www.jboss.org/rhq","http://www.rhq-project.org/display/RHQ/Download","https://docs.jboss.org/author/display/RHQ/User+Documentation","https://bugzilla.redhat.com/browse.cgi?product=RHQ%20Project","http://git.fedorahosted.org/git/rhq/rhq.git","Other","http://www.gnu.org/licenses/gpl-2.0.html"
"RichFaces","https://www.jboss.org/richfaces","https://www.jboss.org/richfaces/download","https://www.jboss.org/richfaces/docs","https://www.jboss.org/richfaces/issuetracker","https://github.com/richfaces/","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"RiftSaw Open Source BPEL","https://www.jboss.org/riftsaw","https://www.jboss.org/riftsaw/downloads","https://www.jboss.org/riftsaw/documentation","https://jira.jboss.org/jira/browse/RIFTSAW","http://anonsvn.jboss.org/repos/riftsaw","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"Savara","https://www.jboss.org/savara","https://www.jboss.org/savara/downloads","https://www.jboss.org/savara/documentation","https://jira.jboss.org/jira/browse/SAVARA","https://github.com/savara","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"Scribble","https://www.jboss.org/scribble","https://www.jboss.org/scribble/downloads","https://www.jboss.org/scribble/docs","https://jira.jboss.org/jira/browse/SCRIBBLE","https://github.com/scribble","ASL","http://www.apache.org/licenses/LICENSE-2.0"
"Seam","http://seamframework.org","http://www.seamframework.org/Download","http://www.seamframework.org/Seam2/Documentation","http://jira.jboss.org/jira/browse/JBSEAM","http://anonsvn.jboss.org/repos/seam","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"Serialization","https://www.jboss.org/serialization","https://www.jboss.org/serialization/downloads","","http://jira.jboss.org/jira/browse/JBSER","http://anonsvn.jboss.org/repos/jbossserialization","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"Shrinkwrap","https://www.jboss.org/shrinkwrap","https://www.jboss.org/shrinkwrap/downloads","http://docs.jboss.org/shrinkwrap","http://jira.jboss.org/jira/browse/SHRINKWRAP","http://github.com/shrinkwrap/shrinkwrap","ASL","http://www.apache.org/licenses/LICENSE-2.0"
"Snowdrop","https://www.jboss.org/snowdrop","https://www.jboss.org/snowdrop/downloads","https://www.jboss.org/snowdrop/documentation","https://jira.jboss.org/jira/browse/SNOWDROP","https://github.com/snowdrop/snowdrop","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"StormGrind","https://www.jboss.org/stormgrind","https://www.jboss.org/stormgrind/downloads","http://www.jboss.org/community/wiki/StormGrindDocumentation","https://www.jboss.org/stormgrind/issues","https://www.jboss.org/stormgrind/sourcecode","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"CirrAS","https://www.jboss.org/stormgrind/projects/cirras","https://www.jboss.org/stormgrind/downloads/cirras","http://community.jboss.org/docs/DOC-14399","https://www.jboss.org/stormgrind/issues","http://github.com/stormgrind/cirras","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"SwitchYard","https://www.jboss.org/switchyard","https://www.jboss.org/switchyard/downloads","https://docs.jboss.org/author/display/SWITCHYARD/Home","https://jira.jboss.org/browse/SWITCHYARD","http://github.com/jboss-switchyard","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"Tattletale","https://www.jboss.org/tattletale","https://www.jboss.org/tattletale/downloads","https://www.jboss.org/tattletale/docs","https://www.jboss.org/tattletale/issues","https://github.com/jesperpedersen/tattletale","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"Teiid","https://www.jboss.org/teiid","https://www.jboss.org/teiid/downloads","https://www.jboss.org/teiid/docs","https://jira.jboss.org/jira/browse/TEIID","http://anonsvn.jboss.org/repos/teiid/","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"Teiid Designer","https://www.jboss.org/teiiddesigner","https://www.jboss.org/teiiddesigner/downloads","https://www.jboss.org/teiiddesigner/docs","https://jira.jboss.org/jira/browse/TEIIDDES","http://anonsvn.jboss.org/repos/tdesigner/","EPL","http://www.eclipse.org/legal/epl-v10.html"
"Tohu","https://www.jboss.org/tohu","","http://www.jboss.org/community/wiki/Tohu","https://jira.jboss.org/jira/browse/TOHU","http://anonsvn.jboss.org/repos/tohu/","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"TorqueBox","https://www.jboss.org/torquebox","http://torquebox.org/download","http://torquebox.org/documentation","http://jira.jboss.org/jira/browse/TORQUE","http://github.com/torquebox","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"Weld","http://www.seamframework.org/Weld","http://www.seamframework.org/Weld/WeldDistributionDownloads","http://docs.jboss.org/weld/reference/latest/en-US/html","https://jira.jboss.org/jira/browse/WELD","http://github.com/weld","ASL","http://www.apache.org/licenses/LICENSE-2.0"
"Wise","https://www.jboss.org/wise","https://www.jboss.org/wise/downloads","http://www.jboss.org/community/wiki/Wise-coreProgrammerGuideversion11","http://jira.jboss.org/jira/browse/WISE","http://anonsvn.jboss.org/repos/wise","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"XNIO","https://www.jboss.org/xnio","https://www.jboss.org/xnio/downloads","https://www.jboss.org/xnio/docs","https://jira.jboss.org/jira/browse/XNIO","http://github.com/dmlloyd/xnio","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"DavCache","https://www.jboss.org/davcache","https://www.jboss.org/davcache/downloads","","http://jira.jboss.org/jira/browse/DAVCACHE","http://anonsvn.jboss.org/repos/labs/labs/davcache/","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"Gravel","https://www.jboss.org/gravel","https://www.jboss.org/gravel/downloads","","http://jira.jboss.org/jira/browse/GRAVEL","http://anonsvn.jboss.org/repos/gravel/","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"JBoss AOP","https://www.jboss.org/jbossaop","https://www.jboss.org/jbossaop/downloads","http://www.jboss.org/jbossaop/docs/index.html","https://www.jboss.org/jbossaop/jira","http://anonsvn.jboss.org/repos/jbossas/projects/aop/","",""
"JBoss AS 6","https://www.jboss.org/jbossas","https://www.jboss.org/jbossas/downloads","https://www.jboss.org/jbossas/docs/6-x","http://jira.jboss.com/jira/browse/JBAS","http://anonsvn.jboss.org/repos/jbossas/","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"JBoss Blog","https://www.jboss.org/jbossblog","","http://community.jboss.org/wiki/JBossBlog","http://jira.jboss.org/jira/browse/JBBLOG","http://anonsvn.jboss.org/repos/jbossblog/","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"JBoss Cache","https://www.jboss.org/jbosscache","http://www.jboss.org/community/docs/DOC-12844","http://www.jboss.org/community/docs/DOC-12843","http://jira.jboss.org/jira/browse/JBCACHE","http://fisheye.jboss.org/browse/JBossCache","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"JBoss Forums","https://www.jboss.org/jbossforums/Overview","https://www.jboss.org/jbossforums/Downloads/new-downloads","https://www.jboss.org/jbossforums/Documentation","http://jira.jboss.com/jira/browse/JBFORUMS","http://anonsvn.jboss.org/repos/labs/labs/jbossforums/","",""
"JBoss IIOP","https://www.jboss.org/jbossiiop","","","","http://anonsvn.jboss.org/repos/jbossas/archives/trunk/contrib/iiop","",""
"JBoss JMX","https://www.jboss.org/jbossjmx","","","http://jira.jboss.org/jira/browse/JBJMX","https://source.jboss.org/browse/JBossAS6/trunk/jmx","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"JBoss Messaging","https://www.jboss.org/jbossmessaging","https://www.jboss.org/jbossmessaging/downloads","https://www.jboss.org/jbossmessaging/docs","http://jira.jboss.org/jira/browse/JBMESSAGING","http://anonsvn.jboss.org/repos/messaging/","ASL","http://www.apache.org/licenses/LICENSE-2.0"
"JBoss Portal","https://www.jboss.org/jbossportal","https://www.jboss.org/jbossportal/download","https://www.jboss.org/jbossportal/docs","http://jira.jboss.org/jira/browse/JBPORTAL","http://anonsvn.jboss.org/repos/portal","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"JBoss SSO","https://www.jboss.org/jbosssso","https://www.jboss.org/jbosssso/downloads","http://www.jboss.org/wiki/Jbosssso","http://jira.jboss.org/jira/browse/JBSSO","http://anonsvn.jboss.org/repos/jboss-sso","",""
"JBoss Wiki","https://www.jboss.org/jbosswiki","https://www.jboss.org/jbosswiki/downloads","http://www.jboss.org/community/wiki/JBossWiki","http://jira.jboss.org/jira/browse/JBWIKI","http://anonsvn.jboss.org/repos/portletswap/contrib/wikiPortlet/trunk/","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"jDCOM","https://www.jboss.org/jdcom","","","http://jira.jboss.org/jira/browse/JDCOM","http://anonsvn.jboss.org/repos/jdcom","",""
"JRunit","https://www.jboss.org/jrunit","https://www.jboss.org/jrunit/downloads","http://www.jboss.org/jrunit/docs/index.html","","","",""
"Kosmos","https://www.jboss.org/kosmos","https://www.jboss.org/kosmos/downloads","https://www.jboss.org/kosmos/reference-manual","http://jira.jboss.org/jira/browse/KOSMOS","http://anonsvn.jboss.org/repos/labs/labs/kosmos/","LGPL","http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html"
"Metajizer","https://www.jboss.org/metajizer","","http://www.jboss.org/community/docs/DOC-11404","http://jira.jboss.org/jira/browse/MTAJZR","","",""
